parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei_de	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	zutrittsberechtigung_id	zutrittsberechtigung_funktion	zutrittsberechtigung_funktion_fr	zutrittsberechtigung_von	zutrittsberechtigung_bis	person_id	person_nachname	person_vorname	person_zweiter_vorname	person_namensunterscheidung	person_beschreibung_de	person_beschreibung_fr	person_beruf	person_beruf_fr	person_beruf_interessengruppe_id	person_partei_id	person_geschlecht	person_arbeitssprache	person_homepage	person_twitter_name	person_linkedin_profil_url	person_xing_profil_name	person_facebook_name
"Kutter, Philipp"	337	"NR"	"ZH"	"M"	"M-E"	"Bü-NR, KVF-NR, WBK-NR"	2018-06-11		"M"	1975-08-31	4225	3126	"de"	"de"	903	"Pro Familia Schweiz"		2018-09-07		22	"Dürr"	"Lucius"			"Pro Familia Schweiz"	"Pro Familia Suisse"	"Jurist, NPO-Manager VMI"		23	22	"M"	"de"		"LuciusDuerr"	"https://www.linkedin.com/in/lucius-dürr-08575254"	"durr.lucius"	"durr.lucius"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	1222	"Galenica"				301	"Köpe"	"Károly Christian"	"Karoly"		"Galenica"		"Leiter Corporate Public Affairs Galenica AG"		1		"M"	"de"			"https://www.linkedin.com/in/k%C3%A1roly-chr-k%C3%B6pe-dr-iur-4b396129/?originalSubdomain=ch"	"KarolyChristian_Koepe2/cv"	
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	935	"Axpo Holding AG"		2019-03-09		438	"Weibel"	"Alena"					"Leitung Abteilung Corporate Public Affairs Axpo"		29		"F"	"de"			"https://www.linkedin.com/in/alena-weibel-3472b51a"		
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	1200	"Mitinhaber pluswert gmbh"		2020-03-06		120	"Dietler"	"Christof"			"Pluswert GmbH"		"Dipl. Ing. Agr. ETH, Mitinhaber pluswert gmbh"		18		"M"	"de"	"http://www.pluswert.ch/ueber-uns/team/christof-dietler/"	"pluswert1"		"Christof Dietler"	"christof.dietler"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	1199	"Lehrerinnen und Lehrer Schweiz LCH"		2020-03-06		887	"Rösler"	"Dagmar"			"Lehrerinnen und Lehrer Schweiz LCH"		"Lehrerin, Zentralpräsidentin Dachverband Schweizer Lehrerinnen und Lehrer LCH"	"Enseignante, Présidente centrale de l'association faîtière des enseignant-e-s de Suisse"	41	3	"F"	"de"	"https://www.lch.ch"		"https://www.linkedin.com/in/dagmar-rösler-292255133/"		
"Lohr, Christian"	14	"NR"	"TG"	"M"	"M-E"	"IPU, SGK-NR"	2011-12-05		"M"	1962-04-05	4118	3024	"de"	"de"																							
"Lüscher, Christian"	137	"NR"	"GE"	"FDP"	"RL"	"BeK-V, GK-V, RK-NR, WAK-NR"	2007-12-03		"M"	1963-12-06	3895	2698	"fr"	"fr"	1286	"Gast"		2021-07-05		96	"Mutter"	"Bettina"			"Mutter & Partner Consulting AG"		"Public Affairs-Beraterin"	"Consultant RP"	18		"F"	"de"	"https://mutterconsulting.ch/"	"bettinamutter"	"https://ch.linkedin.com/pub/bettina-mutter/34/863/81a"	"Bettina_Mutter"	"bettina.mutter"
"Lüscher, Christian"	137	"NR"	"GE"	"FDP"	"RL"	"BeK-V, GK-V, RK-NR, WAK-NR"	2007-12-03		"M"	1963-12-06	3895	2698	"fr"	"fr"	322	"Gast"	"Invitée"			330	"Singh Auroi"	"Varuna"					"Lobbyistin Kanton Genf"	"Lobbyiste République et Canton de Genève"	13		"F"	"fr"			"https://www.linkedin.com/in/varuna-singh-auroi-64838242/"		
"Mäder, Jörg"	359	"NR"	"ZH"	"GLP"	"GL"	"SGK-NR"	2019-10-20		"M"	1975-07-20	4274	3166	"de"	"de"	1123	"Digitale Gesellschaft (DigiGes)"		2019-12-16		681	"Höneisen"	"Bernhard"			"Internet Society (ISOC-CH)"		"IT-Unternehmer"	"Entrepreneur IT"	78		"M"	"de"					
"Maillard, Pierre-Yves"	351	"NR"	"VD"	"SP"	"S"	"SGK-NR"	1999-12-06		"M"	1968-03-16	491	2513	"fr"	"fr"	1148	"Union syndicale suisse"		2020-02-09		859	"Gaillard"	"Benoît"			"Union syndicale suisse"		"Co-Leiter Kommunikation beim Schweizerischen Gewerkschaftsbund"	"Coresponsable de la communication chez l'Union syndicale suisse"	53	3	"M"	"fr"	"https://www.sgb.ch/medien"	"benoitgaillard"	"https://www.linkedin.com/in/benoitgaillardch/"		
"Maitre, Vincent"	404	"NR"	"GE"	"M"	"M-E"	"RK-NR"	2019-12-02		"M"	1981-01-12	4275	3167	"fr"	"fr"	1201	"Collaborateur(rice) personnel(le)"		2020-03-06		888	"Cerutti"	"Benoît"			"Collaborateur(rice) personnel(le)"		"Chefredaktor des Monatsmagazins der CVP Genf, Persönlicher Mitarbeiter NR Vincent Maitre"	"Rédacteur en chef du mensuel du PDC Genève, Collaborateur personnel CN Vincent Maitre"	20	22	"M"	"fr"	"http://www.pdc-ge.ch"	"CeruttiB"			"benoit.cerutti"
"Maitre, Vincent"	404	"NR"	"GE"	"M"	"M-E"	"RK-NR"	2019-12-02		"M"	1981-01-12	4275	3167	"fr"	"fr"	1229	"Invité(e)"		2020-08-30		911	"Henrichsen"	"Soren"	"Bo"		"Invité(e)"		"Beauftragter für Bundes- und Interkantonale Angelegenheiten"	"Attaché aux affaires fédérales et intercantonales"	13		"M"	"fr"			"https://www.linkedin.com/in/soren-henrichsen-5a6a4b8b/"		
"Marchesi, Piero"	405	"NR"	"TI"	"SVP"	"V"	"Del I-V, RedK-V, SPK-NR"	2019-12-02		"M"	1981-09-19	4311	3207	"it"	"fr"	1239	"Collaboratore/trice personale"		2020-09-09		920	"Baratti"	"Diego"			"Collaboratore/trice personale"		"Kommunikationsmitarbeiter"	"Collaborateur de la communication"	47	5	"M"	"it"	"https://www.diegobaratti.ch"		"https://www.linkedin.com/in/diego-baratti-76860a126/"		
"Marchesi, Piero"	405	"NR"	"TI"	"SVP"	"V"	"Del I-V, RedK-V, SPK-NR"	2019-12-02		"M"	1981-09-19	4311	3207	"it"	"fr"	1296	"Gastrosuisse"		2021-10-03		966	"Suter"	"Massimo"			"Gastrosuisse"	"Gastrosuisse"	"Unternehmer/Geschäftsführer"	"Entrepreneur/Directeur général"	60		"M"	"it"		"maxticino"	"https://www.linkedin.com/in/massimo-suter-415585a8/"		"massimo.suter"
"Maret, Marianne"	406	"SR"	"VS"	"M"	"M-E"	"ERD-V, KVF-SR, RedK-V, WBK-SR"	2019-12-02		"F"	1958-06-15	4303	3200	"fr"	"fr"	1179	"Canton du Valais"		2020-02-09		286	"Bertelletto"	"Xavier"			"Kanton Wallis"		"Politologe, Mitarbeiter Staatskanzlei Kt. Wallis"	"Lic. en science politique, DES en management public, Chancellerie d'Etat du canton de Valais"	100		"M"	"fr"					
"Markwalder, Christa"	142	"NR"	"BE"	"FDP"	"RL"	"APK-NR, APK-NS 20-30, RK-NR"	2003-12-01		"F"	1975-07-27	1139	2614	"de"	"de"	696	"polsan AG / FDP Stadt Bern"				487	"Berger"	"Thomas"	"Christian"				"Assistent Geschäftsleitung Polsan AG"		18	1	"M"	"de"					"tom.c.berger"
"Markwalder, Christa"	142	"NR"	"BE"	"FDP"	"RL"	"APK-NR, APK-NS 20-30, RK-NR"	2003-12-01		"F"	1975-07-27	1139	2614	"de"	"de"	771	"Persönlicher Mitarbeiter"	"Collaborateur personnel"	2016-10-05		622	"Maier"	"Elias"					"Stv. Geschäftsführer und Projektleiter beim Verein Region Oberaargau"	"Directeur général adjoint et chef de projet de l'association Region Oberaargau"	13	1	"M"	"de"	"http://www.eliasmaier.ch"	"EliasMaier"	"https://www.linkedin.com/in/elias-maier-a6152b15"	"EliasMaier"	"www.facebook.com/elias.maier13"
"Marra, Ada"	143	"NR"	"VD"	"SP"	"S"	"ERD-V, SPK-NR"	2007-12-03		"F"	1973-03-10	3923	2726	"fr"	"fr"																							
"Marti, Min Li"	293	"NR"	"ZH"	"SP"	"S"	"RK-NR, SiK-NR"	2015-11-30		"F"	1974-06-01	4197	3084	"de"	"de"	1124	"Verein Klimaschutz Schweiz"		2019-12-16		624	"Wegmüller"	"Lukas"			"Verein Klimaschutz Schweiz"	"Association suisse pour la protection du climat"	"Public Affairs Spezialist"	"Spécialiste affaires publiques"	91	3	"M"	"de"	"https://www.klimaschutz-schweiz.ch/"	"LukasWegmller"	"https://www.linkedin.com/in/lukas-wegmüller-6346a085"	"Lukas_Wegmueller"	
"Marti, Min Li"	293	"NR"	"ZH"	"SP"	"S"	"RK-NR, SiK-NR"	2015-11-30		"F"	1974-06-01	4197	3084	"de"	"de"	1275	"Neue europäische Bewegung Schweiz NEBS"		2021-04-30		950	"Aeberhard"	"Janina"			"Europäische Bewegung Schweiz NEBS"		"Stv. Generalsekretärin NEBS"			2	"F"				"https://www.linkedin.com/in/janina-aeberhard-8362b2196/"		
"Marti, Samira"	339	"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	937	"Kinderlobby"		2019-04-02		723	"Bloch"	"Yael"			"Kinderlobby"		"Schülerin"		102		"F"	"de"	"https://www.kinderlobby.ch"			"Yael Bloch"	
"Marti, Samira"	339	"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"	1149	"SBAA"		2020-02-09		860	"Weber"	"Noémi"			"SBAA"		"Geschäftsleiterin Schweizerische Beobachtungsstelle für Asyl- und Ausländerrecht"	"Directrice Observatoire suisse du droit d'asile et des étrangers"	24		"F"	"de"	"https://beobachtungsstelle.ch/de/hauptmenu/medien/"		"https://www.linkedin.com/in/no%C3%A9mie-weber-6851a9141/"	"Noemie_Weber2/cv"	
"Martullo-Blocher, Magdalena"	294	"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"	1213	"Persönliche/r Mitarbeiter/in"		2020-04-04																			
"Masshardt, Nadine"	144	"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	1053	"WWF Schweiz"		2019-12-03		493	"Fust"	"Michael"					"Verantwortlicher Politik, WWF Schweiz"		54	3	"M"	"de"		"michael_fust"	"https://www.linkedin.com/in/michael-fust-3029131a/"		"michael.fust.75"
"Masshardt, Nadine"	144	"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"	1289	"Schweizerische Energie-Stiftung"		2021-09-03		712	"Epprecht"	"Nils"			"Schweizerische Energie-Stiftung"		"Geschäftsleiter Schweizerische Energie-Stiftung"		131		"M"	"de"	"https://www.energiestiftung.ch/ueber-uns-team.html"	"nepprecht"			
"Matter, Michel"	407	"NR"	"GE"	"GLP"	"GL"	"FK-NR"	2019-12-02		"M"	1964-12-31	4276	3168	"fr"	"fr"	1150	"Dedale solutions"		2020-02-09		861	"Putallaz"	"Sue"			"Dedale solutions"		"Inhaberin und Geschäftsführerin Dedale Solutions"	"Propriétaire et directrice Dedale solutions"	18	2	"F"	"fr"	"http://dedale.ch/"	"SuePutallaz"	"https://www.linkedin.com/in/sueputallaz/"	"Sue_Putallaz/cv"	"sputallaz"
"Matter, Thomas"	250	"NR"	"ZH"	"SVP"	"V"	"EFTA/EU, WAK-NR"	2014-06-01		"M"	1966-03-23	4144	3046	"de"	"de"	887	"Persönliche/r Mitarbeiter/in"		2018-05-22		689	"Würth"	"Martina"	"Teresa"		"Persönliche Mitarbeiterin"	"Collabolatrice personnelle"	"Sekretärin Matter Group AG"	"Secrétaire Matter Group AG"	107		"F"	"de"	"http://www.mattergroup.ch"				
"Matter, Thomas"	250	"NR"	"ZH"	"SVP"	"V"	"EFTA/EU, WAK-NR"	2014-06-01		"M"	1966-03-23	4144	3046	"de"	"de"	888	"Gast"		2018-05-22		690	"Frauenfelder"	"Fabian"			"Gast"	"Invité"	"Unternehmer"	"Entrepreneur"	60		"M"	"de"	"https://www.hangar-entertainment.ch"		"https://www.linkedin.com/in/fabian-frauenfelder-88041a110/"		"frauenf"
"Mazzone, Lisa"	295	"SR"	"GE"	"Grüne"	"G"	"BeK-V, Bü-SR, Del F-V, KVF-SR, RedK-V, RK-SR, SPK-SR, UREK-SR"	2015-11-30		"F"	1988-01-25	4186	3086	"fr"	"fr"	895	"WWF Suisse"		2018-06-15		695	"Dayer"	"Océane"			"Gründerin Swiss Youth for Climate"	"Fondatrice Swiss Youth for Climate"	"Politische Beraterin, WWF Schweiz"	"Conseillère politique, WWF Suisse"	91		"F"	"fr"	"https://www.wwf.ch"	"DayerOceane"	"https://www.linkedin.com/in/océane-dayer-64201987/"	"Oceane_Dayer"	"odayer"
"Mazzone, Lisa"	295	"SR"	"GE"	"Grüne"	"G"	"BeK-V, Bü-SR, Del F-V, KVF-SR, RedK-V, RK-SR, SPK-SR, UREK-SR"	2015-11-30		"F"	1988-01-25	4186	3086	"fr"	"fr"	1081	"Canton de Genève"		2019-12-03		832	"Graff"	"Emilie"			"Canton de Genève"		"Mitarbeiterin für eidgenössische und interkantonale Angelegenheiten"	"Attachée aux affaires fédérales et intercantonales"	13		"F"	"fr"		"emilie_graff"	"https://www.linkedin.com/in/emilie-graff-a43a6595/"		"lemilon"
"Mettler, Melanie"	357	"NR"	"BE"	"GLP"	"GL"	"SGK-NR"	2019-12-01		"F"	1977-12-03	4277	3169	"de"	"de"	1231	"WWF"		2020-08-30		913	"Spörri"	"Dina"			"WWF"		"Verantwortliche Politik"	"Responsable politique"	93		"F"	"de"		"DinaSpoerri"	"https://www.linkedin.com/in/dina-spoerri-92b462b3/"		"di.na.378"
"Meyer, Mattea"	296	"NR"	"ZH"	"SP"	"S"	"IK-NR, SGK-NR"	2015-11-30		"F"	1987-11-09	4198	3087	"de"	"de"	600	"Schweizerischer Gewerkschaftsbund"		2015-12-18		230	"Lampart"	"Daniel"			"Sekretariatsleiter und Chefökonom SGB"		"Ökonom"		53		"M"						
"Meyer, Mattea"	296	"NR"	"ZH"	"SP"	"S"	"IK-NR, SGK-NR"	2015-11-30		"F"	1987-11-09	4198	3087	"de"	"de"	599	"Alliance Sud"		2015-12-18		526	"Gross"	"Dominik"					"Verantwortlicher Steuer- und Finanzpolitik alliancesud"	"Responsable politique fiscale et financière alliancesud"	68		"M"	"de"		"do_gross"	"https://www.linkedin.com/in/dominik-gross-001299159/"		"dominik.gross?fref=ts"
"Michaud Gigon, Sophie"	367	"NR"	"VD"	"Grüne"	"G"	"Del FL-V, WAK-NR"	2019-10-20		"F"	1975-01-20	4278	3170	"fr"	"fr"	1203	"Fédération romande des consommateurs (FRC)"		2020-03-06		890	"Eymann"	"Robin"			"Fédération romande des consommateurs (FRC)"		"Verantwortlicher Wirtschaftspolitik Fédération romande des consommateurs"	"Responsable politique économique chez Fédération romande des consommateurs"	81		"M"	"fr"			"https://www.linkedin.com/in/robineymann/"	"Robin_Eymann/cv"	"robin.eymann.9"
"Michaud Gigon, Sophie"	367	"NR"	"VD"	"Grüne"	"G"	"Del FL-V, WAK-NR"	2019-10-20		"F"	1975-01-20	4278	3170	"fr"	"fr"	1244	"Collaborateur(rice) personnel(le)"		2020-10-30		924	"Genoud"	"Alice"			"Collaborateur(rice) personnel(le)"		"Politische Koordinatorin"	"Coordinatrice politique"	33		"F"	"fr"					
"Michel, Matthias"	400	"SR"	"ZG"	"FDP"	"RL"	"APK-SR, Del FL-V, GPK-SR, WBK-SR"	2019-12-01		"M"	1963-03-20	4309	3205	"de"	"de"	1210	"Schweizerischer Versicherungsverband SVV"		2020-03-06		18	"Mühlethaler"	"Jan"			"Schweizerischer Versicherungsverband ASA /SVV"		"Wirtschaftshistoriker"	"Historien économique"	57	1	"M"	"de"	"https://www.svv.ch/de/jan-muehlethaler"	"janmuehlethaler"	"https://www.linkedin.com/in/jmuehlethaler/"	"Jan_Muehlethaler/cv"	
"Michel, Matthias"	400	"SR"	"ZG"	"FDP"	"RL"	"APK-SR, Del FL-V, GPK-SR, WBK-SR"	2019-12-01		"M"	1963-03-20	4309	3205	"de"	"de"	1261	"Persönliche/r Mitarbeiter/in"		2021-01-29		937	"Brun"	"Gian"			"Persönliche/r Mitarbeiter/in"		"Unternehmer"	"Entrepreneur"	78	1	"M"	"de"	"https://gianbrun.ch/"	"gianbrun"	"https://www.linkedin.com/in/gianbrun/"		"gianbrun.ch"
"Minder, Thomas"	238	"SR"	"SH"		"V"	"APK-NS 20-30, APK-SR, NATO-V, RedK-V, RK-SR, SiK-SR, SPK-SR"	2011-12-05		"M"	1960-12-26	4112	3019	"de"	"de"	169	"Persönlicher Mitarbeiter"				176	"Kuster"	"Claudio"			"Persönlicher Mitarbeiter"		"Politischer Sekretär"	"secrétaire politique"	18		"M"	"de"	"https://napoleonsnightmare.ch/about/"	"cloudista"			
"Molina, Fabian"	332	"NR"	"ZH"	"SP"	"S"	"APK-NR, APK-NS 20-30, GPK-NR"	2018-03-15		"M"	1990-07-08	4223	3124	"de"	"de"	1125	"Neue Europäische Bewegung Schweiz (NEBS)"		2019-12-16		666	"Bez"	"Raphaël"					"Generalsekretär Nebs"	"Secrétaire général Nomes"	75		"M"	"fr"		"raphbez"	"https://www.linkedin.com/in/raphaël-bez-27961461"		"raphael.bez"
"Moret, Isabelle"	15	"NR"	"VD"	"FDP"	"RL"	"SGK-NR, SPK-NR"	2006-12-04		"F"	1970-12-30	1346	2660	"fr"	"fr"	1055	"Collaborateur(rice) personnel(le)"		2019-12-03		815	"Reymond"	"Nicolas"			"Collaborateur(rice) personnel(le)"		"Jusstudent, Parlamentarischer Assistent"	"Étudiant en droit, Assistant parlementaire"	35	1	"M"	"fr"		"ReymondNicolas"	"nicolas.reymond.vaud"		"nicolas.reymond.vaud"
"Moret, Isabelle"	15	"NR"	"VD"	"FDP"	"RL"	"SGK-NR, SPK-NR"	2006-12-04		"F"	1970-12-30	1346	2660	"fr"	"fr"	1276	"Collaborateur(rice) personnel(le)"		2021-04-30																			
"Moser, Tiana Angelina"	147	"NR"	"ZH"	"GLP"	"GL"	"APK-NR, Bü-NR, SPK-NR"	2007-12-03		"F"	1979-04-06	3897	2700	"de"	"de"	1250	"CEMSUISSE"		2020-11-14		80	"Vannoni"	"Stefan"			"Cemsuisse"		"Direktor Cemsuisse"	"Directeur Cemsuisse"	51		"M"	"de"	"http://www.cemsuisse.ch"	"StefanVannoni"			"stefan.vannoni"
"Müller-Altermatt, Stefan"	153	"NR"	"SO"	"M"	"M-E"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	2011-12-05		"M"	1976-06-17	4063	2771	"de"	"de"	176	"Migros-Genossenschafts-Bund"				183	"Maurer"	"Jürg"			"Migros-Genossenschafts-Bund"		"Stv. Leiter Wirtschaftspolitik Migros-Genossenschafts-Bund"	"Chef adjoint de la politique économique Fédération des coopératives Migros"	92		"M"						
"Müller-Altermatt, Stefan"	153	"NR"	"SO"	"M"	"M-E"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	2011-12-05		"M"	1976-06-17	4063	2771	"de"	"de"	843	"Schweizer Musikrat"		2017-10-27		663	"Kunz"	"Stefano"			"Stadtrat Schlieren"	"Conseil municipal Schlieren"	"Geschäftsführer Schweizer Heimatschutz"	"Sécretaire général Conseil Patrimoine Suisse"	44	22	"M"	"de"	"http://www.stefanokunz.ch"	"StefanoKunz"	"https://www.linkedin.com/in/stefano-kunz-9aa94862/"	"Stefano_Kunz"	"stefano.kunz"
"Müller, Damian"	318	"SR"	"LU"	"FDP"	"RL"	"APK-SR, EFTA/EU, SGK-SR, SPK-SR, UREK-SR"	2015-11-30		"M"	1984-10-25	4207	3108	"de"	"de"	1082	"FMH. Berufsverband der Schweizer Ärztinnen"		2019-12-03		146	"Henggi"	"Bruno"			"Interpharma"		"Head Public Affairs FMH"		4	1	"M"	"de"			"https://ch.linkedin.com/in/bruno-henggi-52980210"		
"Müller, Damian"	318	"SR"	"LU"	"FDP"	"RL"	"APK-SR, EFTA/EU, SGK-SR, SPK-SR, UREK-SR"	2015-11-30		"M"	1984-10-25	4207	3108	"de"	"de"	1277	"Persönliche/r Mitarbeiter/in"		2021-04-30																			
"Müller, Leo"	149	"NR"	"LU"	"M"	"M-E"	"WAK-NR"	2011-12-05		"M"	1958-07-04	4097	3012	"de"	"de"	794	"Solar Agentur Schweiz"		2017-04-03		141	"Cadonau"	"Gallus"			"Schweizerische Greina-Stiftung / Solaragentur Schweiz"		"Jurist / Geschäftsführer SGS & SAS"		32		"M"	"de"			"https://www.linkedin.com/in/gallus-cadonau-23b8ba111/?originalSubdomain=ch"		
"Müller, Leo"	149	"NR"	"LU"	"M"	"M-E"	"WAK-NR"	2011-12-05		"M"	1958-07-04	4097	3012	"de"	"de"	1233	"Gast"		2020-08-30		915	"Rumo"	"Gabriel"			"Gast"		"Direktor SwissHoldings"	"Directeur SwissHoldings"	23		"M"	"de"		"GabrielRumo"			
"Munz, Martina"	154	"NR"	"SH"	"SP"	"S"	"FK-NR, RedK-V, UREK-NR"	2013-09-09		"F"	1955-12-26	4134	3036	"de"	"de"	950	"Tierschutz"		2019-09-13		736	"Flückiger"	"Stefan"		"Tierschutz"	"Schweizerischer Tierschutz STS"		"Geschäftsführer Tierschutz Schweiz"	"Directeur Protection Suisse des Animaux"	55		"M"	"de"	"http://www.tierschutz.com/"	"infostefan"	"https://www.linkedin.com/in/stefan-flueckiger-3430328/"	"Stefan_Flueckiger7/cv"	
"Munz, Martina"	154	"NR"	"SH"	"SP"	"S"	"FK-NR, RedK-V, UREK-NR"	2013-09-09		"F"	1955-12-26	4134	3036	"de"	"de"	1259	"Leiter Public Affairs Swisspower AG"		2021-01-29		935	"Mäder"	"Philipp"			"Swisspower AG"		"Leiter Public Affairs"	"Chef Public Affairs"	29		"M"	"de"					
"Nantermod, Philippe"	297	"NR"	"VS"	"FDP"	"RL"	"GPK-NR, SGK-NR"	2015-11-30		"M"	1984-03-27	4193	3088	"fr"	"fr"	682	"Centre patronal"		2016-03-01		89	"Kuonen"	"Martin"			"Centre Patronal"		"Direktor Centre Patronal Bern"	"Directeur Centre Patronal Berne"	59		"M"	"de"	"http://www.centrepatronal.ch"		"https://www.linkedin.com/in/martin-kuonen-29100274/?originalSubdomain=ch"		
"Nantermod, Philippe"	297	"NR"	"VS"	"FDP"	"RL"	"GPK-NR, SGK-NR"	2015-11-30		"M"	1984-03-27	4193	3088	"fr"	"fr"	605	"Persönlicher Mitarbeiter"	"Collaborateur personel"	2015-12-18		528	"Vernay"	"André"					"Verkaufsleiter Wallis bei Techlift Sàrl"	"Responsable commercial Valais, Techlift Sàrl"	52	1	"M"	"fr"		"andrevernay"	"https://www.linkedin.com/in/andr%C3%A9-vernay-94386515"		"andre.vernay"
"Nicolet, Jacques"	298	"NR"	"VD"	"SVP"	"V"	"APF-V, BeK-V, FK-NR, IK-NR"	2015-11-30		"M"	1965-10-24	4168	3089	"fr"	"fr"	1151	"Prometerre"		2020-02-09		566	"Thomas"	"Luc"					"Direktor Prométerre"	"Directeur Prométerre"	85		"M"	"fr"			"https://www.linkedin.com/in/luc-thomas-59a07213"		
"Nicolet, Jacques"	298	"NR"	"VD"	"SVP"	"V"	"APF-V, BeK-V, FK-NR, IK-NR"	2015-11-30		"M"	1965-10-24	4168	3089	"fr"	"fr"	1152	"ASSAF / SALS"		2020-02-09		862	"Ruetschi"	"David"			"ASSAF / SALS"		"Geschäftsführer SALS"	"Secrétaire général ASSAF"	85	5	"M"	"fr"	"https://www.assaf-suisse.ch/de/vorstand-und-geschaeftsstelle/"		"https://www.linkedin.com/in/david-ruetschi-768b0716/"		
"Nidegger, Yves"	158	"NR"	"GE"	"SVP"	"V"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	2007-12-03		"M"	1957-05-17	3898	2701	"fr"	"fr"	180	"Institute for Security Analysis and Strategic Networking"				187	"Bollag"	"Josef"			"Institute for Security Analysis and Strategic Networking"		"Anwalt"	"Avocat"	58		"M"	"de"	"http://www.bollag.ch"				
"Nidegger, Yves"	158	"NR"	"GE"	"SVP"	"V"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	2007-12-03		"M"	1957-05-17	3898	2701	"fr"	"fr"	1153	"Association des Banquiers Privés Suisses"		2020-02-09		863	"Bumann"	"Jan"			"Association des Banquiers Privés Suisses"		"Stellvertretender Direktor Vereinigung Schweizerischer Privatbanken"		16		"M"	"de"		"JanBumann"	"https://www.linkedin.com/in/jan-bumann-7229a3a/?originalSubdomain=ch"	"Jan_Bumann"	
"Nordmann, Roger"	159	"NR"	"VD"	"SP"	"S"	"Bü-NR, UREK-NR"	2004-11-30		"M"	1973-03-23	1279	2648	"fr"	"fr"	339	"Verkehrsclub Schweiz"				347	"Leumann"	"Luc"			"Koordinator Bundespolitik VCS"		"Koordinator Bundespolitik VCS"	"Coordinateur politique fédérale ATE"	33		"M"	"de"					
"Noser, Ruedi"	160	"SR"	"ZH"	"FDP"	"RL"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	2003-12-01		"M"	1961-04-14	1153	2619	"de"	"de"	183	"furrerhugi AG"				190	"Furrer"	"Lorenz"					"PR-Berater, Managing Partner furrerhugi.ag"	"Consultant RP, Managing Partner furrerhugi.ag"	18		"M"	"de"	"https://www.furrerhugi.ch"	"furrerhugi"	"https://www.linkedin.com/in/lorenz-furrer-b20846b4/"		"lorenz.furrer.94"
"Noser, Ruedi"	160	"SR"	"ZH"	"FDP"	"RL"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	2003-12-01		"M"	1961-04-14	1153	2619	"de"	"de"	340	"furrerhugi AG"				348	"Hugi"	"Andreas"					"PR-Berater, CEO und Managing Partner furrerhugi.ag"	"Consultant RP, CEO et Managing Partner furrerhugi.ag"	18	1	"M"	"de"	"https://www.furrerhugi.ch"	"ahugi"	"https://www.linkedin.com/in/andreashugi/"	"andreashugi"	"ahugi"
"Nussbaumer, Eric"	161	"NR"	"BL"	"SP"	"S"	"APK-NR, EFTA/EU"	2007-12-03		"M"	1960-07-11	3899	2702	"de"	"de"	341	"AEE Suisse; CRK"				349	"Batzli"	"Stefan"					"Kommunikationsberater"		18		"M"					"Stefan_Batzli"	
"Nussbaumer, Eric"	161	"NR"	"BL"	"SP"	"S"	"APK-NR, EFTA/EU"	2007-12-03		"M"	1960-07-11	3899	2702	"de"	"de"	608	"Gast"		2015-12-18		530	"Hegi"	"Roger"					"Direktor Sport-Toto-Gesellschaft"	"Directeur de la société du Sport-Toto"	65		"M"	"de"			"https://www.linkedin.com/in/roger-hegi-9892527b"	"Roger_Hegi"	
"Paganini, Nicolo"	333	"NR"	"SG"	"M"	"M-E"	"Del A-V, GK-V, GPK-NR, UREK-NR"	2018-03-12		"M"	1966-06-08	4222	3123	"de"	"de"	1282	"Direktor Schweizer Tourismus-Verband"		2021-06-12																			
