parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_nachname	parlamentarier_vorname	parlamentarier_zweiter_vorname	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name_de	organisation_uid	organisation_name_fr	organisation_ort	organisation_rechtsform	organisation_rechtsform_handelsregister	organisation_rechtsform_zefix	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung	organisation_interessengruppe2	organisation_interessengruppe2_branche	organisation_interessengruppe2_branche_kommission_abkuerzung	organisation_interessengruppe3	organisation_interessengruppe3_branche	organisation_interessengruppe3_branche_kommission_abkuerzung
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3351	"0"	2021	"Ehrenamtlich"	"Stiftung Wohnungen für kinderreiche Familien"	"CHE-104.051.333"		"Zürich"	"Oeffentlich-rechtlich"	0117	8	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5024				"Rotes Kreuz"		"Croix-Rouge"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Hilfswerke"	"Soziale Sicherheit"	"SGK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5204				"BVG"		"LPP"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sozialversicherungen"	"Soziale Sicherheit"	"SGK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"		2021-08-06		"vorstand"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6046	"0"	2021	"Ehrenamtlich"	"Swiss Entrepreneurs Foundation"	"CHE-301.404.637"		"Bern"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Investmentgesellschaften"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6695				"kaisin. AG"	"CHE-218.415.011"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	6696				"FDP die Liberalen Kreis 7&8"			"Zürich"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6698	-1	2021	"Bezahlendes Mitglied"	"Sandbox Community"				"Informelle Gruppe"			"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Dienstleister Kommunikation"	"Kommunikation"	"KVF"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Ambassador"			"taetig"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	7288				"Aiducation International"	"CHE-172.137.584"		"Zürich"	"Verein"	0109	6	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Hilfswerke international"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Berater"			"taetig"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	7442				"Marcuard Family Office AG"	"CHE-102.805.110"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Vermögensverwalter"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7600				"Startups und Unternehmertum"		"Startups et entrepreneuriat"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Assistent der Geschäftsleitung und des Verwaltungsrats"			"taetig"		"deklarationspflichtig"	"deklariert"	1		"tief"	7784	1	2021	"Bezahlt"	"Planzer Support AG"	"CHE-419.022.359"		"Dietikon"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Logistik/Transport"	"Verkehr"	"KVF"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"		2021-07-08		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	8155	1	2021		"Silberschmidt AG"	"CHE-161.931.939"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Consulting/PR"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"		2021-09-03		"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	8170	"0"	2021	"ehrenamtlich"	"contactify AG"	"CHE-201.643.584"		"Winterthur"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"IT"	"Wirtschaft"	"WAK"						
"Silberschmidt, Andri"	353	"Silberschmidt"	"Andri"		"NR"	"ZH"	"FDP"	"RL"	"GPK-NR, SPK-NR"	2019-10-20		"M"	1994-02-26	4290	3182	"de"	"de"	"Mitglied"	2021-11-01		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	8240																					
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	32	1	2021		"Autobus AG Liestal"	"CHE-102.638.220"		"Liestal"	"AG"	0106	3	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Öffentlicher Verkehr"	"Verkehr"	"KVF"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	147	-1	2021	"Bezahlendes Mitglied"	"Liga der Baselbieter Steuerzahler"	"CHE-104.124.713"			"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"nie"	"Abgaben und Steuern"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	345	-1	2021	"Bezahlendes Mitglied"	"Hauseigentümerverband Baselland"	"CHE-188.040.565"		"Liestal"	"Verein"	0109		"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	459				"Inlandbanken"		"Banques domestiques"	"Bern"	"Parlamentarische Gruppe"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	468	-1	2021	"Bezahlendes Mitglied"	"Wirtschaftskammer Baselland"	"CHE-100.494.447"		"Pratteln"	"Verein"	0109	6	"DachOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	473	-1	2021	"Bezahlendes Mitglied"	"Maler- und Gipserunternehmer-Verband Baselland"	"CHE-100.033.589"		"Liestal"	"Verein"	0109		"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Baunebengewerbe"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	474	1	2021		"Schweizerischer Maler- und Gipserunternehmer-Verband (SMGV)"	"CHE-105.955.763"	"Association suisse des entrepreneurs plâtriers-peintres ASEPP"	"Wallisellen"	"Verein"	0109	6	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Baunebengewerbe"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied des Parteivorstands"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	517	"0"	2021	"Ehrenamtlich"	"Schweizerische Volkspartei"		"Union démocratique du centre"	"Bern"	"Verein"			"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"immer"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied Parteileitung"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	519	"0"	2021	"Ehrenamtlich"	"Schweizerische Volkspartei Baselland"			"Liestal"	"Verein"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"			
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	930	-1	2021	"Bezahlendes Mitglied"	"Touring Club Schweiz, Sektion beider Basel"	"CHE-112.361.244"		"Füllinsdorf"	"Verein"	0109	6	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Individualverkehr"	"Verkehr"	"KVF"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2793	"0"	2021	"Ehrenamtlich"	"Rock/Pop im Bundeshaus"		"Pop rock au Palais fédéral"	"St. Gallen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Geschäftsführerin und Verwaltungsrätin"			"geschaeftsfuehrend"		"deklarationspflichtig"	"deklariert"	1		"tief"	2984	1	2021		"Sollberger Maler AG"	"CHE-102.394.029"		"Bubendorf"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Baunebengewerbe"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	2985	"0"	2021	"Ehrenamtlich"	"Schweizerische Volkspartei Bubendorf"			"Bubendorf"	"Verein"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2986	-1	2021	"Bezahlendes Mitglied"	"Gewerbe- und Industrieverein (GIV) Bubendorf und Umgebung"			"Bubendorf"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2987	-1	2021	"Bezahlendes Mitglied"	"KMU Frauen Baselland"			"Liestal"	"Informelle Gruppe"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2988	-1	2021	"Bezahlendes Mitglied"	"Natur- und Vogelschutzverein Bubendorf"			"Bubendorf"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2990	-1	2021	"Bezahlendes Mitglied"	"Lions Club Wildenstein"			"Bubendorf"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Zünfte, Verbindungen und Serviceclubs"	"Wirtschaft"	"WAK"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"			
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2991	-1	2021	"Bezahlendes Mitglied"	"Freunde Schloss Wildenstein"			"Bubendorf"	"Verein"			"EinzelOrganisation"	"nie"	"Kulturinstitutionen"	"Kultur"	"WBK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2992	-1	2021	"Bezahlendes Mitglied"	"Frauenverein Bubendorf"			"Bubendorf"	"Verein"			"EinzelOrganisation"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2993	-1	2021	"Bezahlendes Mitglied"	"SPITEX REGIO LIESTAL"	"CHE-103.979.652"		"Liestal"	"Verein"	0109	6	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Spitex"	"Gesundheit"	"SGK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2994	-1	2021	"Bezahlendes Mitglied"	"Liga der Baselbieter Stromkunden"			"Liestal"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Konsumentenschutz"	"Wirtschaft"	"WAK"	"Energie allgemein"	"Energie"	"UREK"			
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2996	-1	2021	"Bezahlendes Mitglied"	"Bezirksschwingklub Waldenburg"			"Büren"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Breitensport"	"Sport"	"WBK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2997	-1	2021	"Bezahlendes Mitglied"	"Liestal Tourismus"			"Seltisberg"	"Verein"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	5123	"0"	2021	"Ehrenamtlich"	"Gewerbegruppe der Bundesversammlung"		"Groupement des arts et métiers de l'Assemblée fédérale"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"		2020-10-30		"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"mittel"	7368	"0"	2021	"Ehrenamtlich"	"Verein Landesausstellung Svizra27"	"CHE-457.246.434"		"Aarau"	"Verein"	0109	6	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Kulturförderung"	"Kultur"	"WBK"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"			
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7596				"Bürgergemeinden und Korporationen"		"Bourgeoisies et corporations"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinden"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"		2020-12-19		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7813	"0"	2021	"Ehrenamtlich"	"Nordwestschweizerisches Schwingfest 2021"			"Lausen"	"Einfache Gesellschaft"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Spitzensport"	"Sport"	"WBK"						
"Sollberger, Sandra"	305	"Sollberger"	"Sandra"		"NR"	"BL"	"SVP"	"V"	"FK-NR, KVF-NR"	2015-11-30		"F"	1973-10-27	4173	3095	"de"	"de"	"Mitglied"	2021-11-01		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	8240																					
"Sommaruga, Carlo"	192	"Sommaruga"	"Carlo"		"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"		2018-05-15		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"hoch"	293	15000	2021		"Solidar Suisse"	"CHE-105.829.963"	"Solidar Suisse / Oeuvre suisse d'entraide ouvrière OSEO"	"Zürich"	"Verein"	0109	6	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Hilfswerke international"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Sommaruga, Carlo"	192	"Sommaruga"	"Carlo"		"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"				"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"	"hoch"	340	"0"	2021	"Ehrenamtlich"	"SWISSAID, Schweizerische Stiftung für Entwicklungszusammenarbeit"	"CHE-105.911.139"	"SWISSAID, Fondation Suisse pour la coopération au développement"	"Bern"	"Stiftung"	0110	7	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Hilfswerke international"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Sommaruga, Carlo"	192	"Sommaruga"	"Carlo"		"SR"	"GE"	"SP"	"S"	"APF-V, APK-SR, BeK-V, Del F-V, EFTA/EU, GPK-SR, RK-SR"	2003-12-01		"M"	1959-07-08	1120	2632	"fr"	"fr"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	347	12000	2021		"Schweizerischer Mieterinnen- und Mieterverband"		"Association Suisse des locataires"	"Bern 23"	"Verein"			"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Mieter"	"Wirtschaft"	"WAK"						
